84,일본인이 에도시대로 시간 이동을 했는데 당황하면서 했던 말은?,에.. 도시때?(에.. 어째서?)
85,어린이가 노인을 마구 때리면?,애틀란타
86,닭이 사람을 물면?,인문계
87,월요일에 낳은 자식은?,먼데 이새끼
88,고추를 돌리면서 씻으면?,조지 워싱 턴
89,옛날 성균관에서 불을 밝힐 때 쓰던 초는?,성균관's candle
90,지니가 노란색이 되면?,황진이
91,보신탕 집 가는 길은?,게이트웨이
92,횟집 가면 이쁜 애들한테만 맛있는 것을 주는 이유는?,사심이 들어가서
93,비실이를 총으로 쏘면?,탕비실
94,도박중독자들이 물을 어떻게 마실까?,홀짝홀짝
95,정의가 차가운 이유는?,그냥 얼음(just ice)이라서
96,키가 작은 남자들한테 검은색 옷은 안 어울리는 이유?,검은색 옷은 다 크거든요
97,탈옥을 가장 잘하는 아이돌은?,내가 jail 잘 나가
98,탱글탱글한 피부를 만드는데 걸리는 시간은?,수 분
99,폐하가 가장 높은 존재인 이유는?,더 높은 사람들은 폐위됐기 때문
100,스타크래프트에서 제일 뜨거운 유닛은?,"고스트(""아임 고온"")"
101,인도는 지금 몇 시일까?,인도네시아
102,호랑이가 운전 중에 토끼를 보고 한 말은?,타이거
103,물고기를 가장 잘 낚는 일본인은?,다나까
104,개와 오랑우탄이 교배해서 낳은 것은?,오랑캐
105,매니 파퀴아오가 다쳤을 때 바르는 것은?,매니큐어
106,송해가 샤워를 하고 나면?,뽀송뽀송해
107,가장 빠른 닭은?,후다닥
108,쥐가 네 마리 모이면?,쥐포
109,여자는 무드에 약하다,누드
110,오른손으로는 들어도 왼손으로는 들지 못하는 것은?,왼손
111,가장 뜨거운 전화는?,화상전화
112,포도가 자기소개하면?,포도당
113,뱀에 불이 붙으면?,뱀파이어
114,푸른 소가 용을 구하면?,청소 용구함
115,삼국시대의 젊은 여자들에 대한 이야기를 다룬 책은?,삼국지영걸전
116,과소비가 심한 동물은?,사자
117,마녀가 높이 올라가면?,위치 에너지가 증가함
118,사슴의 눈이 좋으면?,굿 아이디어
119,미국이 싫으면?,아메리카노
120,형을 정말 좋아하는 동생은?,형광팬
121,날마다 새로운 욕을 만들어 내는 도시는?,뉴욕
122,아베가 빵 터질 때 한 말은?,우잌
123,가장 잔인한 비빔밥은?,산채비빔밥
124,슈퍼맨이 어렸을 때를 뭐라고 할까?,슈퍼주니어
125,사자를 잡아다 끓인 국은?,동물의 왕국
126,가장 강력한 세균은?,대장균
127,먹을 수 없는 떡은?,그림의 떡
128,곰은 사과를 어떻게 먹을까?,베어먹음
129,시간이 갈수록 환해지는 것은?,흰머리
130,가장 큰 콩은?,홍콩
131,꿩 먹고 알도 먹는 사람은?,꿩 주인
132,가장 기분 좋은 바람은?,신바람
133,옷에 걸고 다니는 빵은?,멜빵
134,집에서 집중을 하면 몸이 무거워지는 이유는?,집중력이 상승하니까
135,마부가 말이 몇 필인지 세고 있으면 안좋은 이유는?,말세니까
136,먹지 못하는 닭은?,까닭
137,아무리 예뻐도 미녀라고 못하는 사람은?,미남
138,'타자'의 반대말은?,안타
139,아무리 빨리 달려도 앞서가지 못하는 것은?,자동차 뒷바퀴
140,'창이 날라오니까 피해'를 3자로?,창피해
141,지방 흡입의 반대말은?,수도권 배출
142,입이 S자로 되어 있으면?,EBS
143,설날에 용돈을 하나도 못 받으면?,설거지
144,당신이 기쁨을 느끼면?,유희열
145,팔힘이 가장 센 사람은?,암스트롱
146,1+1의 답을 조선족이 히면?,이다해
147,양이 높은 곳에 있으면?,고양이
148,키보다 크면?,키위
149,전화로 세운 건물은?,콜로세움
150,가장 외로운 왕은?,솔로몬
151,학생들이 가장 싫어하는 피자는?,책 피자
152,매가 불닭볶움면을 먹으면?,매움
153,고양이가 죽어서 지옥에 가면?,헬로키티
154,직접 만든 총은?,손수건
155,가장 멍청한 개는?,무지개
156,신하가 왕한테 공 던지면서 하는 말은?,송구하옵니다
157,'체리야'하고 부르자 대답하길?,체리블로썸
158,모든 싱글들의 짝은?,벙글
159,절벽에서 4명이 오줌을 싸면?,벼랑 위의 포뇨
160,"""비가 LA로 갈 예정이다""를 4자로?",LA갈비
161,가장 추운 바다의 이름은?,썰렁해
162,도둑질하러 가는 걸음걸이를 4자로?,털레털레
163,소가 웃는 소리를 3자로?,우하하
164,사람이 3명만 들어갈 수 있는 차는?,인삼차
165,"코끼리 2마리가 서로 싸워, 둘 다 코가 떨어져 나갔다면?",끼리끼리
166,귀에 발이 달렸으면?,당나귀
167,깎으면 깎을수록 커지는 것은?,구멍
168,다섯은 당기고 다섯은 들어가는 것은?,장갑
169,먹다 보면 결국에는 죽는데 안 먹을 수 없는 것은?,나이
170,작아서 볼 수가 없는 문은?,소문
171,별 중에 가장 슬픈 별은?,이별
172,목수도 고칠 수 없는 집은?,고집
173,스타들이 싸우는 모습 4자로?,스타워즈
174,지구에서 가장 큰 여자를 뭐라고 부르나?,태평양
175,가장 아름다운 개는?,무지개
176,입으로 먹지 않고 귀로 먹는 것은?,욕
177,정조대왕의 가족은?,이산가족
178,먹지 못하는 묵은?,침묵
179,하늘과 땅 사이에 있는 것은?,과
180,1 더하기 1은?,노동
181,2 더하기 2는?,덧니
182,아몬드가 죽으면?,다이아몬드
183,장님도 몰 수 있는 것은?,꿈
184,그네에 탄 아베를 밀어줄 때 하는 말은?,자 민당
185,설렁탕 집이 성공한 이유는?,한우 물만 꾸준히 팜
186,앞과 뒤가 똑같은 날은?,일요일
187,사람이 즐겨 먹는 피는?,커피
188,알파벳은 모두 몇 글자인가?,3글자
189,용 2마리가 서로 죽도록 싸우는 모습을 5자로?,용용 죽겠지
190,손님이 깎아 달라는 대로 깎아 주는 사람은?,이발사
191,가까워도 서로 못 보고 사는 것은?,눈
192,외톨이인 곤충은?,아싸 호랑나비
193,엄마와 다른 사람들의 차이점은?,"M이 없다(엄마는 mother, 다른 사람들은 other)"
194,허수아비의 아들 이름은?,허수
195,잠자는 소는?,주무소
196,가짜 휘발유를 만들 때 가장 많이 들어가는 재료는?,진짜 휘발유
197,욕이 불교 용어에서 유래된 근거는?,욕이 절로 나와서
198,'보통'이 커지면?,곱빼기
199,슈퍼주니어 신동 옆에 있는 사람은?,신동엽
200,한지우랑 오바람 중 누가 더 강한지 알아?,삐까삐까함
201,결혼한 스님이 여자 두 명하고 또 결혼하면?,첩첩산중
202,왕이 자기 왕비를 어떻게 부를까?,​짐짝
203,많이 맞을수록 좋은 것은?,시험문제
204,항상 흑심을 품고 있는 것은?,연필
205,눈사람의 반대말은?,일어선 동물
206,시체가 커지면?,미라클
207,둘리가 재학 중인 고등학교 이름은?,빙하타고/요리보고
208,눈 깜짝할 사이에 할 수 있는 일은?,윙크
209,"수성, 금성, 지구, 화성이 모이면 도박성이 강해지는 이유는?",사행성
210,중학생과 고등학생이 타는 차는?,중고차
211,거꾸로 들어도 바로 보이는 것은?,거울
212,매일 이상한 것을 보는 사람은?,치과의사
213,땀을 흘릴 수록 작아지는 것은?,얼음
214,물에서 태어났으면서도 물에 들어가면 죽는 것은?,소금
215,새 대가리가 뜨거운 이유는?,부리 나서
216,둘어가는 구멍은 하나인데 나오는 구멍은 둘인 것은?,바지
217,바다와 육지 사이에 있는 것은?,와
218,손님이 올 때마다 끌려 나오는 것은?,방석
219,주방장들이 가장 싫어하는 도시는?,상해
220,언제나 잘못을 비는 나무는?,사과나무
221,가장 더러운 물이 흐르는 강은?,요강
222,바지가 인사를 하면?,하의 하의
223,굶는 사람이 많은 나라는?,헝가리
224,가장 달콤한 술은?,입술
225,호랑이와 고래 사이에서 태어난 말은?,거짓말
226,차도가 없는 나라는?,인도
227,가방끈이 가장 긴 물고기는?,고등어/닥터피쉬
228,항상 같은 길로만 다니는 것은?,기차
229,마른 옷은 벗고 젖은 옷만 입는 것은?,빨랫줄
230,사람들이 살면서 가장 많이 하는 소리는?,숨소리
231,서울에 사는 거지는?,설거지
232,'아이 추워'의 반대말은?,어른 더워
233,길거리에서 시주를 받는 스님들을 무슨 중이라고 할까?,영업 중
234,많이 먹을수록 화나는 것은?,욕
235,2 + 3 = ?,오란다
236,경마장에서 하는 장난은?,말장난
237,돼지가 열받으면 어떻게 되나?,바비큐
238,공부해서 남 주는 사람은?,교사
239,사 온다고 하면서도 못 사 오는 것은?,못
240,읽을 수 없는 책은?,주책
241,아 배불러,바다 건너게
242,사람이 즐겨 먹는 제비는?,수제비
243,세상에서 제일 큰 코는?,멕시코
244,수학을 한 자로?,솩
245,담배가 경마장에 간 이유는?,말보로
246,타이타닉의 구명보트에는 몇 명이 탈 수 있을까?,9명
247,죽이다의 반대말은?,밥이다
248,어두울 때면 우리 머리를 풀어 헤치고 물을 흘리는 것은?,양초
249,진짜 새는?,참새
250,청소하는 어린 여자를 3자로?,청소년
251,다리 두 개에 갈비뼈만 앙상한 것은?,사다리
252,눈 오는 날만 일하는 사람은?,안과의사
253,앞으로 나가면 지고 뒤로 물러나면 이기는 것은?,줄다리기
254,가장 빨리 잠든 사람은?,이미자
255,자꾸 맞아야 사는 것은?,팽이
256,닦을수록 더러워지는 것은?,걸레
257,얼굴은 여섯이고 눈은 21인 것은?,주사위
258,앉으면 높아지고 서면 낮아지는 것은?,천장
259,다 자랐는데도 자라라고 하는 것은?,자라
260,가장 행복한 바다는?,사랑해
261,고개를 숙이고 눈물 흘리는 것은?,수도꼭지
262,타는 것인데 앞뒤로 못 움직이는 것은?,엘리베이터
263,한쪽 발은 가만있고 다른 발만 돌아다니는 것은?,컴퍼스
264,먹지 못하는 감은?,영감
265,7월 7일이 사라지면?,소서(小暑)리스
266,진짜 문제투성이인 것은?,시험지
267,잘생긴 부처는?,부처핸썸
268,밑 빠진 독에 물 담을 수 있게 콩쥐를 도와준 동물은?,독수리
269,슈퍼맨의 가슴에'S'자는 무엇의 약자인가?,스판
270,내가 먹으면 맛이 없고 다른 사람이 먹어야 맛있는 탕은?,골탕
271,'너와 나의 엉덩이'를 영어로?,Ass U Me
272,이씨를 영어로 하면?,알 수 없음. 미스터리(mister lee)니까
273,수돗물인데 알고 보니 가짜 물이었다면?,pseudo물
274,가장 빨리 만들어지는 떡은?,헐레벌떡
275,하루아침에 온 세상을 내다볼 수 있는 문은?,신문
276,다운로드의 반대말은?,덜웃은로드
277,문을 두드리고 있는 여자를 5자로?,똑똑한 여자
278,엄마가 길을 잃으면?,맘마미아
279,벌거벗은 남자를 그린 그림은?,전라남도
280,우리나라에서 김이 가장 많이 나는 곳은?,목욕탕
281,어린이들이 거짓말을 많이 하는 이유는?,애들은 가라
282,비행기를 타고 있을 때 화를 내면 안되는 이유는?,공중분해
283,스캔들 하나 없는 연예인은?,노사연
284,개와 사람이 동업을 하면?,개인사업
285,입에 넣고 삼키지 않고 뱉는 약은?,치약
286,가장 더운 남자는?,덥군
287,신경통 환자가 가장 싫어하는 악기는?,비올라
288,'하늘에 콩이 2개 있다'를 5자로?,스카이 콩콩
289,가장 착한 사자는?,자원봉사자
290,한 아이가 산에서 밑에 있는 할아버지에게 올라오라고 한 말은?,산타 할아버지
291,수학 책을 난로 위에 놓으면?,수학 익힘책
292,세상의 모든 약을 구매하면?,전세 계약 사기
293,'웃으면서 인사하다'를 3자로?,하이킥
294,추잡스럽기 짝이 없는 개는?,꼴불견
295,'비가 오는 날에는 환자가 없다'를 4자로?,유비무환
296,도둑이 훔친 돈을 뭐라고 할까?,슬그머니
297,옷을 가장 많이 해 입는 나라는?,가봉
298,달걀을 팔고 받은 돈은?,에그머니
299,좀전에 울었던 사람을 다른 말로까?,아까운 사람
300,아프지도 않는데 매일 집에서 쓰는 약은?,치약
301,추장보다 높은 사람은?,고추장
302,고추장보다 높은 사람은?,초고추장
303,초고추장보다 높은 사람은?,태양초고추장
304,설경구가 녹으면?,물경구
305,미술학과 학생들이 타고 다니는 버스는?,캔버스
306,안개로 만든 아이스크림은?,포그바
307,꽃가게 주인이 가장 싫어하는 도시는?,시드니
308,여름마다 일어나는 전쟁은?,더워
309,화장실에 다녀온 원숭이를 5자로?,일본원숭이
310,긍정적인 동물은?,돼지
311,정력이 가장 좋은 왕은?,관계또대왕
312,천주교 신자가 성당에서 예배드리는 일은?,미사일
313,수학을 가장 잘했던 조선시대 임금은?,연산군
314,미꾸라지의 반대말은?,미꾸스몰
315,미꾸라지보다 더 큰 물고기는?,미꾸엑스라지
316,밤에 성시경이 2명 있으면?,야간투시경
317,거지가 싫어하는 색은?,인색
318,애플에서 나온 술은?,맥주
319,아이스크림이 죽으면?,다이하드
320,왕과 작별 인사를 뭐라고 할까?,바이킹
321,3월에 대학생이 강한 이유는?,개강해서
322,소가 한 마리면?,소원
323,소가 두 마리면?,투우
324,소가 네 마리면?,소포
325,소가 여러 마리면?,소스
326,소가 죽으면?,다이소
327,백범 김구 선생이 여자를 때리면?,여자친구
328,침대를 밀고 돌리면?,배드민턴
329,김밥이 죽으면 어디로 갈까?,김밥천국
330,노인이 가장 좋아하는 폭포는?,나이야가라
331,사오정이 다니는 학교는?,뭐라고
332,도둑이 싫어하는 과자는?,누네띠네
333,미국에서 비가 내리면?,USB
334,왕이 담배를 피우면?,스모킹
335,"""일본에 사냐?""를 다른 말로?",왜사니?
336,이순신 장군이 일본에 선전포고를 했을 때 했던 말은?,왜 로 워
337,배트맨의 국적은?,일본(브루스 왜인)
338,일식을 영어로?,왜이팅
338,가나초콜릿이 단 이유는?,가나다라
339,닭의 부인은?,닭처
340,나무 다섯 그루는?,오목
341,토끼가 빗는 빗은?,래빗
342,논리적인 사람이 총 쏘면?,타당
343,왕이 꿈틀 되면?,왕꿈틀
344,용과 용이 만나면?,용접
345,가장 얇은 바위는?,머리카락(rock)
346,펭귄이 신는 신발은?,빙신
347,낮에만 가는 시계는?,해시계
348,육지에 사는 고래는?,술고래
349,작아도 크다고 하는 나무는?,대나무
350,만두 가게 주인이 가장 싫어하는 말은?,속 터져
351,가장 엄숙하지 않은 절은?,안절부절
352,신혼부부가 좋아하는 곤충은?,잠자리
353,곰이 물구나무를 서면?,문
354,담배는 있는데 라이터가 없는 사람은?,불필요한 사람
355,라이터는 있는데 담배가 없는 사람은?,불만있는 사람
356,삶은?,달걀
357,뚱뚱한 사람들이 모여있는 동네는?,개포동
358,덜 뚱뚱한 사람들이 모여있는 동네는?,반포동
359,돌잔치를 영어로 하면?,락페스티벌
360,깨가 죽으면?,주근깨
361,연하장을 받은 소가 화낸 이유는?,올해는 소망하는 일 모두 이루어지라고 적혀 있어서
362,잘생긴 가위는?,핸섬가이
363,우주인들이 술 마시는 곳은?,스페이스바
364,오리를 생으로 먹으면?,회오리
365,플러스와 마이너스가 싸우면 누가 이김?,플러스가 덧셈
366,식인종이 우사인 볼트를 보면?,패스트푸드
367,과자가 감옥에서 출소 후 자기소개를 하면?,전과자
368,무가 눈물을 흘리면?,무뚝뚝
369,콩 한 알을 영어로 하면?,원빈
370,아재들이 좋아하는 소?,와이프 집 나갔소
371,매일 미안한 동물은?,오소리
372,가장 쉬운 숫자는?,"190,000"
373,'용이 하늘로 올라간다'를 4자로?,올라가용
374,대한민국 연예인 중 가장 큰 차를 타고 다니는 연예인은?,버스커버스커
375,부산 앞바다 반대말은?,부산 엄마다
376,가수 테이가 병원에 입원한 까닭은?,가슴 아파서~ 목이 메어서~
377,해가 울었던 장소는?,해운대
378,비가 빅뱅에 안 들어간 이유는?,태양을 피하고 싶어서
379,불이 4개 있으면?,사파이어
380,열두 달 중 뱀과 벌이 없는 달은?,11월(노뱀벌)
381,비가 1시간 동안 내리면?,추적 60분
382,핑거(finger) 반대말?,오무린거
383,고양이를 싫어하는 동물은?,미어캣
384,김밥이 경찰서에 간 이유는?,참깨가 고소해서
385,슈렉 엄마 이름은?,녹색 어머니
386,헤어 나올 수가 없는 것은?,대머리
387,떡집 사장이 주식을 안 하는 이유는?,떡 상할까봐
388,가장 읽기 힘든 책은?,지침서
389,김태희가 영화를 혼자 보면?,무(無)비
390,전주비빔밥의 반대말은?,이번 주 비빔밥
391,가장 못생긴 새는?,니 생김새
392,우리나라에서 가장 화나 있는 도시는?,성남
393,신을 낳은 아기는?,갓난 아기
394,네이마르가 헤딩골을 넣고 자신의 머리를 가리키면서 한 말은?,내 이마로
395,지진이 일어날 때 절대 부르면 안 되는 노래는?,동요
396,젊은 물고기는?,영어
397,벌레들이 별이 되면?,스타벅스
398,나방을 영어로 못 쓰는 이유는?,Moth니까
399,사람을 가장 많이 죽인 살인마는?,"시간, 연세살인마라서"
400,여왕이 빨리 오면?,어여왕
401,왕이 넘어지면?,킹콩
402,공이 웃으면?,풋볼
403,숲속에서 자라는 것 중 가장 야한 것은?,버섯
404,자동차가 울면?,잉카
405,식목일에 쉬는 이유는?,모종의 이유로
406,바람이 귀엽게 부는 곳은 어디일까?,분당
407,자가용의 반대말은?,커용
408,'뎅뎅뎅뎅뎅'을 2자로?,오뎅
409,아기곰 푸가 넘어지면?,쿵푸
410,할아버지가 제일 좋아하는 돈은?,할머니
411,왕위계승을 3글자로?,킹받네
412,고등학교 자퇴생이 물구나무를 서면 안되는 이유는?,중졸뇌가 뇌졸중이 되어버리기 때문
413,'나중에 널 빨아줘'를 영어로?,서큘레이터
414,개미가 처음으로 배타고 바다에 나가서 감탄하면서 한 말은?,개미 : 와 배짱이다
415,강남이 멋있는 이유는?,Gan G Nam​
416,팥을 중국어로?,홍콩(red bean)
417,새들이 굳이 집을 짓는 이유는?,집 밖 구리니까
418,주먹으로 창문을 깼는데 피가 나지 않으면?,윈도우 XP
419,쥐가 무서우면?,무선마우스
420,바보가 달에 가면?,바보 온달
421,멧돼지가 불효자인 이유는?,엄니로 들이받아서
422,콩나물이 무를 때리면?,콩나물 무침
423,밭이 사막으로 이루어져 있으면?,사전
424,가장 날씬한 왕은?,thinking
425,4가 도망가면?,포도주
426,한국 남성들이 대중교통을 잘 이용하지 않는 이유는?,한 남자가 있어~
427,인류가 만든 가장 창의적 무기는?,방패
428,새치기를 싫어하는 단체는?,조류보호협회
429,소리를 지르면서 김을 지키는 사람은?,김경호
430,게를 냉동실에 넣으면?,게으름
431,싸이를 모르는 래퍼는?,싸이먼디
432,꼰대희가 창씨개명을 하면?,소코키 사무케치
433,횟집에서 회를 쌓아두고 부피를 구하면?,회전체의 부피를 구함
434,"""쟤네들 자매들이야""를 영어로?",Genesis
435,수지의 부모 이름은?,"신체, 발부"
436,"""날아다니는 기타가 비싸다""란 의미가 포함된 노래 가사는?",비행기타고가요~
437,차 안에서 시작된 문명은?,잉카 문명
438,사진 찍는 것에 환장하는 사람이 마시는 커피는?,디카 폐인
439,안마 의자가 매국노인 이유는?,근육 이완용이기 때문
440,사람들이 조급해지는 시간대는?,1시(한 시가 급하니까)
441,'아홉 명의 자식들'을 3자로?,아이구
442,말이 많은 사람은?,목장주인
443,곰이 목욕을 하는 곳은?,곰탕
444,가장 멋없는 춤은?,엉거주춤
445,가장 황홀한 춤은?,입맞춤
446,유리창 100개 중 2개가 깨지면?,윈도 98
447,산타가 싫어하는 차는?,산타페
448,새신랑과 안경 낀 사람의 공통점은?,벗으면 더듬는다.
449,벌레 중 가장 빠른 벌레는?,바퀴벌레
450,비로서 인정을 받은 사람은?,환경미화원
451,대머리가 쏠 수 있는 총알 수는?,한 발(두발이 없기 때문)
452,호랑이가 사는 숲은 영어로?,타이거 우즈
453,개미집의 주소는?,허리도 가늘군 만지면 부서지리
454,내 것인데 남이 더 많이 쓰는 것은?,내 이름
455,딸기가 회사에서 잘리면?,딸기시럽
456,엄마가 일어나면 아빠가 책 보는 곳은?,노래방
457,햄버거 속 고기에 김을 뿌리는 것을 3자로?,패티김
458,시어머니와 며느리가 사업하면 돈이 되는 이유는?,고부가가치사업이라서
459,아직 덜 익은 알은?,거위알
460,동물원이 번 돈은?,주머니
461,종달새 수컷이 암컷을 부르는 말은?,지지배
462,못 사는 사람들이 하는 직업은?,목수
463,몸에 해로운 청바지는?,유해진
464,가장 무서운 전화기는?,무선전화기
465,마그마의 반대말은?,뚫으마
466,모래를 파는 CEO는?,모래사장
467,치아가 잘 보이는 사람은?,이보영
468,고자인 왕은?,박혁거세
469,바람난 여자가 제일 좋아하는 남자는?,항상 서 있는 남자
470,비 오는 날 마당에서 빗자루를 들고 서 있는 여자는?,쓸데없는 여자
471,놀부가 가장 좋아하는 술은?,심술
472,땅투기꾼과 인신매매업자를 7자로?,땅 팔자 사람 팔자
473,용접기사들이 평소에 하는 취미는?,용접기
474,호수의 뜬 달은 크게 보이는 이유는?,물에 불어서
475,바늘만 가지고 다닌 사람을 부르는 말은?,실 없는 사람
476,바닷가에서 해도 되는 욕은?,해수욕
477,슈퍼주니어를 한국말로 바꾸면?,가게집 아들
478,흥부가 좋아하는 연예인은?,박보영
479,못 팔고도 돈 번 사람은?,철물점 주인
480,세상에서 제일 큰 차는?,아프리카
481,개가 벽보고 뭐라고 했을까?,월월
482,차 문을 세게 닫으면 안 되는 이유는?,문이 네 개니깐
483,태양을 취재하는 사람은?,해리포터
484,차가 치고 갔을 때 가장 먼저 해야 할 일은?,친자확인
485,우리나라에서 학생 수가 제일 적은 대학교는?,세명대학교
486,싸움을 가장 잘 하는 오리는?,을지문덕
487,언제나 말다툼 때문에 시끄러운 곳은?,경마장
488,가수 비의 매니저가 하는 일?,비만관리
489,화장실에 사는 두 마리 용은?,신사용 숙녀용
490,"송혜교, 송대관, 송지효의 공통점은?",성동일
491,다이어트하는 사람이 여름을 싫어하는 이유는?,비 많이 와서
492,학이 침을 뱉으면?,퇴학
493,개가 내린 커피는?,개드립
494,사람의 몸무게가 가장 많이 나갈 때는?,철들 때
495,텔레토비가 만든 안경점은?,아이(eye)조아
496,사람들이 가장 싫어하는 금은?,세금
497,매일 달리는 사람들이 모으는 도시는?,경주
498,절에서 뼈가 부러지면?,절뚝
499,술을 좋아하는 사람들이 모인 도시는?,호주
500,'오리도 지랄하면 날 수 있다'를 4자로?,오리지날
501,몸에서 금속이 가장 많은 곳은?,옆구리
502,죽을 뻔했다가 다시 살아난 사람의 생일은?,9월 4일(구사일생)
503,피가 많이 나야 돈을 버는 일은?,고스톱
504,씨엘의 엉덩이를 영어로?,class
505,진짜 기적을 몰고 오는 사람은?,열차 기관사
506,모솔이 빨갱이인 이유는?,'자본' 경험이 없어서 자본주의를 이해 못하기 때문
507,우리나라에서 가장 멀리 있는 도시는?,화성
508,너 이번 추석에 어디 가?,나시고랭
509,총을 쏠 때 한 쪽 눈을 감는 이유는?,두 눈 다 감으면 안 보이니까
510,소가 칼을 물고 있는 곳은?,검문소
511,오줌을 잘 싸는 사람은 오줌싸개이다,잽싸게
512,할 일 없어서 죽치고 뒹굴고 있는 상태를 4자로?,뭉게구름
513,"청와대는 블루하우스, 백악관은 화이트 하우스 그럼 투명한 집은?",비닐하우스
514,소나무 숲에 다섯 개로 갈림길 난 것을 뭐라고 할까?,오솔길
515,일동아파트 1동 주민이 성명문을 쓰면?,일동아파트 일동 주민 일동
516,공중 화장실은 어디에 있나?,비행기
517,창피한 것도 모르고 체면도 모르는 사람의 나이는?,넉살
518,크리스마스에 팔지 않는 음식은?,울면
519,일본 프랑스 러시아를 3자로?,왜불러
520,자기를 계속 베어 달라고 하는 것은?,날벼락
521,12345678을 4자로?,"영구(0,9) 없다."
522,사람 웃기기도 하고 울리기도 하는 닭은?,코스닥
523,도둑고양이에게 가장 잘 어울리는 금은?,슬금슬금
524,비가 올 때 하는 욕은?,우씨
525,헌병이 가장 무서워하는 사람은?,고물장수
526,곤충의 몸을 삼등분하면 어떻게 될까?,죽는다.
527,스님들만 사용하는 병실은?,중환자실
528,빵 가게 주인이 제일 싫어하는 말은?,유머(빵터져서)
529,모두가 자기 산이라고 우기는 산은?,마이산
